D_bar,5a18701954208204570dcb8e,5a191ca682c9a804497b7d6d,5a1932ab059ac522ef987ea7,5a1950d504030050aed5ef38,5a19654811ae4222e93bcbb5,5a196870172b442ddd1d0881,5a197a76c988512deb672d77,5a197dd07c73c915f5797cc2,5a1986d282c9a804497b7da5,5a198afc82c9a804497b7da6,5a198cb07c73c915f5797cc5,5a198f20ae845313c72e2c17,5a198fae82c9a804497b7da7,5a19934fb884b12dc5b501ff,5a1993ec11ae4222e93bcbb7,5a1995b8b884b12dc5b50200,5a19964a99ec112dd1215e0e,5a1997ecb0da9122e35a920f,5a1999fe6aa4043eeb298b94,5a199aac99ec112dd1215e0f,5a199bb5c988512deb672d79,5a199bf5c988512deb672d7a,5a199c0b649dcd3edb29ed7a,5a199c0ec988512deb672d7b,5a199c3db884b12dc5b50201,5a199d6204030050aed5ef42,5a199ec16659b21626305b68,5a199f3f99ec112dd1215e10,5a19a0b8ae845313c72e2c18,5a19a1eec988512deb672db9,5a19a27104030050aed5ef44,5a19a29ec988512deb672dba,5a19a2cd99ec112dd1215e11,5a19a35482c9a804497b7da9,5a19a3a199ec112dd1215e12,5a19a48d99ec112dd1215e13,5a19a53311ae4222e93bcbb9,5a19a53c059ac522ef987f06,5a19a545c988512deb672dbb,5a19a549b0da9122e35a9242,5a19a75b649dcd3edb29ed7b,5a19a8f7b0da9122e35a9243,5a19a9106659b21626305bd8,5a19a915649dcd3edb29ed7d,5a19a91654208204570dcbc4,5a19a9b911ae4222e93bcbba,5a19a9e454208204570dcbc5,5a19aa006aa4043eeb298d0d,5a19aa72c988512deb672dbc,5a19aa917c73c915f5797cc6,5a19aaf06aa4043eeb298d0f,5a19ab057c73c915f5797cc7,5a19ab1b6659b21626305d0f,5a19ac1382c9a804497b7e3a,5a19ac3eb0da9122e35a9245,5a19ac52649dcd3edb29ed7f,5a19ac796e5403163f332bf8,5a19acd0172b442ddd1d0884,5a19acd9b884b12dc5b50203,5a19ae366659b21626305d11,5a19aed5ae845313c72e2d20,5a19aef2059ac522ef987f08,5a19aefe04030050aed5ef4a,5a19af076659b21626305d12,5a19af0c99ec112dd1215e15,5a19af6a11ae4222e93bcbbb,5a19afc9172b442ddd1d0885,5a19b0036e5403163f332bfa,5a19b03182c9a804497b7e3b,5a19b08fb0da9122e35a9247,5a19b0d604030050aed5ef4b,5a19b1edae845313c72e2d21,5a19b2b411ae4222e93bcbbc,5a19b2c5ae845313c72e2d22,5a19b2c8c988512deb672dc1,5a19b2e07c73c915f5797cca,5a19b2fb6e5403163f332bfc,5a19b3387c73c915f5797ccb,5a19b36204030050aed5ef4c,5a19b3b5b0da9122e35a9248,5a19b3d754208204570dcbc9,5a19b42882c9a804497b7e3f,5a19b46fb884b12dc5b50205,5a19b47b11ae4222e93bcbbf,5a19b4a6059ac522ef987f0c,5a19b4bc54208204570dcbca,5a19b4dd99ec112dd1215e18,5a19b4e6b0da9122e35a924a,5a19b5016e5403163f332bfd,5a19b51e172b442ddd1d0888,5a19b5c999ec112dd1215e1b,5a19b6226e5403163f332bfe,5a19b63711ae4222e93bcbc0,5a19b6386aa4043eeb298d12,5a19b6506aa4043eeb298d13,5a19b6b811ae4222e93bcbc1,5a19b6c6c988512deb672dc3,5a19b81282c9a804497b7e40,5a19b850b884b12dc5b50206,5a19b857c988512deb672dc4,5a19b87eae845313c72e2d26,5a19b884ae845313c72e2d27,5a19b8d399ec112dd1215e1d,5a19b8e36e5403163f332bff,5a19b92f7c73c915f5797cd0,5a19b93cb884b12dc5b50207,5a19b94b99ec112dd1215e1e,5a19b9746e5403163f332c02,5a19b9a2b0da9122e35a924c,5a19b9c46659b21626305d14,5a19ba3c7c73c915f5797cd1,5a19ba4799ec112dd1215e1f,5a19ba4c04030050aed5ef50,5a19ba4f82c9a804497b7e41,5a19ba4fc988512deb672dc6,5a19ba73059ac522ef987f11,5a19bab0c988512deb672dc7,5a19babc11ae4222e93bcbc3,5a19bafb7c73c915f5797cd2,5a19bb21059ac522ef987f12,5a19bb4054208204570dcbf4,5a19bb4cae845313c72e2d30,5a19bc3354208204570dcbf7,5a19bc4411ae4222e93bcbc4,5a19bc9d6659b21626305d16,5a19bcb304030050aed5ef52,5a19bcfc54208204570dcbf9,5a19bd2004030050aed5ef53,5a19bd466659b21626305d17,5a19bd91ae845313c72e2d31,5a19bdaf6659b21626305d19,5a19bdb854208204570dcbfa,5a19bdf26aa4043eeb298d1e,5a19be1204030050aed5ef54,5a19be4854208204570dcbfb,5a19be6682c9a804497b7e45,5a19bec46659b21626305d1a,5a19bef299ec112dd1215e22,5a19befd99ec112dd1215e23,5a19bf0ec988512deb672dde,5a19bf1811ae4222e93bcbc6,5a19bf3e54208204570dcbfc,5a19bf896e5403163f332c22,5a19bfbe6659b21626305d1b,5a19bfd0b0da9122e35a924f,5a19bfd7b0da9122e35a9250,5a19c03f6659b21626305d1c,5a19c0cdc988512deb672de0,5a19c0d399ec112dd1215e24,5a19c0d754208204570dcbfe,5a19c0deb884b12dc5b5020c,5a19c14db884b12dc5b5020e,5a19c17d99ec112dd1215e27,5a19c181172b442ddd1d08a7,5a19c1b7649dcd3edb29ed8a,5a19c1c67c73c915f5797cd6,5a19c1c7b884b12dc5b50210,5a19c20bc988512deb672de2,5a19c25011ae4222e93bcbc9,5a19c25404030050aed5ef5b,5a19c291649dcd3edb29ed8b,5a19c2ff7c73c915f5797cd7,5a19c30bb884b12dc5b50211,5a19c324c988512deb672de3,5a19c36a54208204570dcbff,5a19c3d2649dcd3edb29ed8c,5a19c403b884b12dc5b50213,5a19c41db884b12dc5b50214,5a19c45cae845313c72e2d32,5a19c495b884b12dc5b50216,5a19c51199ec112dd1215e28,5a19c56804030050aed5ef5d,5a19c5d66e5403163f332c24,5a19c5ebb0da9122e35a9251,5a19c62db884b12dc5b50217,5a19c66404030050aed5ef60,5a19c7bc059ac522ef987f1b,5a19c86eb0da9122e35a9252,5a19c8a8649dcd3edb29ed8d,5a19c8e4ae845313c72e2d33,5a19ca25b884b12dc5b50219,5a19ca6904030050aed5ef63,5a19cadc99ec112dd1215e29,5a19caf054208204570dcc00,5a19cc92ae845313c72e2d34,5a19cccf11ae4222e93bcbd3,5a19ccd26659b21626305d20,5a19cea604030050aed5ef6a,5a19cecb6659b21626305d21,5a19cfab6e5403163f332c28,5a19d0a2059ac522ef987f2c,5a19d146059ac522ef987f2e,5a19d157c988512deb672de8,5a19d19f99ec112dd1215e2b,5a19d20d82c9a804497b7e49,5a19d21099ec112dd1215e2d,5a19d22f649dcd3edb29ed92,5a19d31099ec112dd1215e2e,5a19d33854208204570dcc02,5a19d41911ae4222e93bcbdc,5a19d4a982c9a804497b7e4b,5a19d5f454208204570dcc05,5a19d620b884b12dc5b5022d,5a19d66f059ac522ef987f30,5a19d6f76659b21626305d2b
5a19acd9b884b12dc5b50203,30,30,31,32,40,32,48,20,29,39,38,31,47,33,19,40,27,25,43,43,35,42,29,33,32,44,26,35,19,32,21,41,31,40,33,32,22,32,37,46,31,26,31,39,37,36,31,41,27,24,33,28,41,32,40,34,40,36,0,29,36,22,21,42,23,44,52,44,34,36,40,35,34,26,43,40,22,48,33,38,19,24,23,52,35,20,39,42,30,27,36,49,24,22,29,40,35,47,48,26,24,49,20,27,36,39,41,39,36,39,41,37,19,48,25,19,30,28,43,24,44,39,32,35,21,34,26,33,40,32,33,19,38,35,41,47,52,25,23,36,41,21,33,23,54,49,44,36,29,19,34,31,24,46,26,21,50,21,26,31,47,25,24,23,43,36,21,30,42,35,43,52,33,42,29,32,20,33,42,42,37,37,45,33,31,32,18,27,38,28,47,30,25,49,48,25,31,24,50,25,20,23,34,28,31
5a19ae366659b21626305d11,23,22,20,25,28,24,38,11,21,29,27,21,36,26,16,29,15,14,34,37,24,34,19,24,21,34,16,24,8,25,19,29,31,29,22,28,14,21,30,34,22,19,25,28,25,25,20,30,20,22,23,20,33,23,29,28,29,30,29,0,24,14,11,31,16,33,41,37,22,25,30,25,25,24,32,29,13,37,27,27,8,15,23,47,24,11,28,31,20,16,24,38,17,15,17,30,24,36,40,17,16,38,12,19,25,31,30,29,29,28,30,25,11,38,22,12,22,17,32,14,34,31,24,25,20,23,15,22,31,24,33,11,27,23,33,36,41,17,12,25,30,13,21,14,43,38,36,29,20,9,25,31,16,36,19,13,39,23,20,25,37,15,16,20,36,25,14,19,31,25,36,42,22,34,22,21,12,24,34,31,28,26,34,23,21,25,14,17,27,24,36,21,15,38,36,14,22,15,39,15,9,15,23,19,21
5a19aed5ae845313c72e2d20,20,18,14,21,22,19,31,7,16,22,21,14,29,20,14,23,11,16,28,32,18,28,14,20,21,27,17,18,8,20,19,24,29,23,16,25,9,17,25,29,18,14,20,22,22,19,14,24,16,22,24,15,28,18,23,24,23,24,24,15,0,9,12,27,11,27,35,31,16,19,23,19,19,24,26,23,7,31,23,20,8,11,22,42,18,7,22,25,15,11,21,32,12,11,13,23,18,32,34,12,11,32,7,15,18,25,24,22,25,22,24,26,6,31,20,8,16,13,26,8,28,26,19,18,20,17,11,16,25,19,32,6,21,17,27,30,35,12,14,18,24,8,22,10,36,32,31,24,14,4,19,29,11,30,14,8,33,23,16,20,30,8,11,18,30,19,10,15,24,18,30,36,16,29,18,15,8,19,29,25,21,20,28,16,15,20,13,10,21,22,30,15,16,32,31,14,16,11,33,16,10,10,17,13,15
5a19aef2059ac522ef987f08,13,16,21,15,28,18,34,5,15,24,24,18,32,17,6,27,19,22,27,27,24,26,14,18,29,30,25,22,15,16,12,30,21,25,20,18,8,24,21,33,16,10,14,28,30,22,17,30,10,15,32,14,25,18,31,18,25,20,24,15,28,0,20,35,7,32,37,28,21,22,26,20,18,17,29,27,8,33,17,24,15,9,14,36,21,5,25,28,21,18,28,34,8,7,21,26,24,40,31,12,9,35,6,11,22,23,27,25,19,25,28,33,5,33,12,3,14,21,29,10,29,22,16,22,12,21,17,20,23,15,24,5,24,22,24,34,39,9,21,22,26,7,29,8,39,35,27,20,13,10,19,21,10,30,9,6,36,16,10,15,33,12,7,10,27,22,5,22,29,21,27,37,23,25,12,17,6,17,26,28,21,23,31,19,16,15,4,14,25,14,33,14,24,35,36,21,15,9,36,24,17,6,23,12,15
5a19aefe04030050aed5ef4a,31,29,25,32,27,31,35,19,28,28,26,20,35,30,25,28,10,21,38,43,22,38,24,31,26,32,7,26,13,31,30,23,40,28,24,36,21,13,36,30,29,25,32,23,16,24,19,24,27,33,15,27,40,29,27,35,27,35,35,26,19,21,0,22,22,34,38,40,21,24,28,30,29,35,30,28,18,35,34,25,12,22,33,52,27,18,26,29,26,13,17,38,23,23,16,29,19,26,43,23,23,35,19,27,23,35,28,31,36,26,29,30,18,37,31,19,27,11,30,19,34,36,30,27,30,22,22,21,34,29,43,18,26,22,36,35,39,24,16,23,30,20,26,21,40,36,41,35,23,15,28,41,23,36,26,20,36,33,27,32,35,17,22,29,40,25,21,13,30,23,40,41,20,40,29,23,19,29,38,29,29,25,33,21,26,32,24,19,26,34,33,25,7,35,32,19,25,22,41,6,14,21,18,23,24
5a19af076659b21626305d12,32,29,26,31,21,31,27,19,28,21,18,13,27,26,27,22,4,26,33,40,18,33,23,32,30,24,16,23,17,30,32,14,41,21,21,35,21,4,35,21,29,23,30,14,9,17,13,16,25,35,23,27,38,29,24,32,19,31,35,26,13,21,11,0,20,30,29,35,15,17,20,27,26,37,22,21,16,27,33,18,16,22,35,48,25,18,18,21,28,9,8,32,22,23,17,21,10,19,37,23,23,27,19,27,16,30,20,26,33,18,23,34,18,28,33,20,23,6,22,17,27,31,28,25,32,15,24,15,29,26,44,18,19,16,31,28,32,22,22,16,24,20,31,21,31,28,36,33,19,17,23,41,23,28,25,20,28,36,26,30,27,15,21,30,35,19,21,8,25,16,35,34,17,39,28,19,19,26,33,21,24,18,26,14,23,31,25,17,19,34,25,22,15,26,23,23,21,22,37,15,19,20,9,20,19
5a19af0c99ec112dd1215e15,18,17,22,12,23,19,28,7,16,17,18,13,27,11,11,21,17,26,20,22,21,19,11,19,31,24,26,18,18,12,19,25,23,19,16,16,9,22,17,28,17,5,11,24,27,16,12,26,7,22,33,15,19,18,29,14,19,14,24,15,26,9,21,33,0,28,31,22,17,16,20,16,12,24,22,21,6,27,14,19,18,10,20,32,18,6,18,21,24,16,26,28,3,9,21,20,20,37,25,12,11,28,7,13,16,16,20,20,15,18,22,36,6,26,17,5,7,19,22,8,22,16,9,18,17,16,19,14,16,9,25,6,18,18,18,29,33,3,24,17,21,8,32,9,33,28,21,14,7,12,12,23,11,24,7,8,29,22,7,11,27,8,3,13,21,16,7,21,25,15,21,31,21,20,9,12,7,10,19,21,14,17,25,13,12,13,10,10,19,18,26,8,26,28,32,24,9,10,31,25,20,2,19,7,8
5a19af6a11ae4222e93bcbbb,39,38,39,31,29,39,16,27,36,10,16,16,25,18,33,24,24,43,27,33,30,21,29,40,47,13,38,31,34,34,40,18,41,17,29,32,29,26,39,17,38,27,31,22,26,14,15,24,26,44,45,35,41,37,39,25,8,21,44,35,33,29,33,32,23,0,12,19,23,14,9,33,29,46,11,23,24,16,34,20,34,31,41,35,33,27,8,10,42,25,30,32,25,30,34,19,18,36,18,32,31,10,27,34,14,18,10,31,28,7,25,52,26,5,39,27,19,26,11,25,15,23,31,33,38,17,37,17,19,22,44,26,16,24,20,30,35,25,40,18,24,28,48,30,14,17,22,36,20,30,20,41,31,6,29,28,11,44,26,30,16,23,25,35,20,19,28,28,32,13,20,18,32,41,28,24,28,27,22,11,16,16,23,12,29,35,31,25,21,39,7,26,38,9,29,40,22,31,43,37,36,24,17,24,16
5a19afc9172b442ddd1d0885,38,36,35,33,24,38,17,25,35,14,14,13,23,23,33,21,16,38,30,38,24,28,28,38,42,14,30,28,29,34,40,7,44,16,26,36,28,17,39,7,36,27,33,13,15,12,12,15,28,43,37,34,41,35,33,30,9,27,42,32,25,28,25,20,24,35,0,28,18,12,10,32,29,45,12,19,22,17,35,17,28,29,41,44,30,25,8,11,38,19,20,30,25,29,28,17,9,25,29,30,29,13,26,33,12,25,10,29,33,7,22,46,24,16,39,26,22,18,11,23,19,29,31,30,39,13,33,14,24,25,47,24,14,19,26,26,31,25,34,15,22,27,42,28,18,18,30,36,20,26,22,45,30,17,29,26,14,44,28,32,17,20,25,35,29,17,27,20,28,12,29,24,26,42,30,22,26,28,28,12,20,14,21,10,28,35,31,22,17,40,11,25,30,13,20,35,22,29,40,29,31,24,8,23,18
5a19b0036e5403163f332bfa,33,33,37,22,32,35,26,22,32,14,21,19,29,7,25,27,28,41,21,19,32,11,25,35,46,22,40,30,33,27,33,28,28,22,28,20,25,31,32,28,33,20,22,29,35,19,18,32,17,36,47,30,34,33,40,12,17,7,40,31,37,25,35,40,17,40,26,0,25,19,18,30,25,38,21,27,21,25,25,24,32,26,32,21,31,22,17,19,39,27,35,34,18,24,35,23,25,45,10,28,26,24,23,28,19,8,19,30,17,16,28,50,21,18,30,21,11,30,20,22,20,13,24,31,29,21,35,20,11,13,31,21,21,26,9,34,39,18,39,22,26,24,47,25,28,27,8,29,16,27,16,29,27,14,22,23,25,35,16,21,25,21,19,26,6,21,23,31,34,18,6,26,33,35,19,22,23,21,11,20,14,20,28,16,26,28,23,23,25,31,22,21,39,23,36,39,18,26,42,39,35,18,24,19,12
5a19b03182c9a804497b7e3b,31,29,28,25,18,30,16,18,27,9,7,5,16,17,25,14,13,32,24,32,18,22,20,31,36,12,26,21,23,26,32,11,37,9,19,29,21,15,31,13,29,19,25,11,17,5,5,14,20,35,33,26,34,28,27,23,7,21,34,25,21,20,22,22,16,28,19,24,0,5,8,24,21,37,10,12,15,15,28,9,22,22,34,38,23,18,6,9,31,14,18,23,18,22,23,10,7,27,25,23,22,16,18,26,5,19,8,21,26,6,15,41,17,17,31,18,15,14,10,16,15,22,24,23,31,6,27,7,18,18,40,17,7,12,21,19,24,18,29,7,15,19,37,21,20,16,25,29,13,20,15,37,23,16,22,19,17,36,21,25,15,13,18,28,24,10,20,16,21,5,24,22,20,34,23,14,19,20,23,9,13,7,14,3,20,28,24,15,10,32,14,18,26,16,18,29,15,22,33,25,25,17,7,16,11
5a19b08fb0da9122e35a9247,30,28,29,23,21,30,15,18,27,5,8,7,16,13,24,15,16,33,20,27,21,17,20,30,38,11,29,22,25,25,31,16,34,9,20,26,20,19,30,16,28,18,23,16,22,6,6,19,18,34,37,26,32,28,30,19,6,17,34,25,25,20,25,27,15,30,18,19,14,0,7,24,20,36,9,14,14,14,25,12,24,21,32,34,23,17,6,8,32,17,23,22,16,21,25,10,12,32,21,22,22,16,18,25,6,14,8,21,22,6,16,42,17,14,30,17,11,18,10,16,10,18,22,24,30,9,28,9,14,15,37,17,8,15,16,22,26,16,31,10,14,19,39,20,20,16,20,27,11,21,11,34,22,13,20,19,17,35,18,22,14,14,16,26,19,10,19,20,23,5,19,18,23,32,20,14,18,18,18,9,9,8,15,3,20,26,23,16,12,31,13,16,29,15,23,31,13,21,33,29,27,15,11,14,7
5a19b0d604030050aed5ef4b,35,34,35,27,25,35,12,23,32,6,12,12,21,16,29,20,20,39,24,31,25,19,25,36,43,9,34,27,30,30,37,16,38,13,25,30,25,22,35,15,34,23,27,18,23,10,11,20,22,40,41,31,37,33,35,22,4,19,40,30,29,25,29,28,20,35,13,19,19,10,0,29,25,42,7,18,20,12,30,16,29,27,37,35,29,23,4,6,37,21,26,27,21,26,30,15,14,33,19,28,27,11,23,30,10,17,6,26,26,3,21,47,22,9,35,23,15,22,7,21,12,21,27,29,35,13,33,13,16,19,41,22,12,19,18,26,30,21,36,14,20,24,44,26,15,14,21,32,16,26,16,39,27,8,25,24,12,40,22,27,12,19,21,31,20,15,24,24,28,9,20,15,27,38,25,19,24,23,20,7,13,12,19,7,25,31,28,21,16,36,9,22,33,10,25,36,18,27,38,33,32,20,14,20,12
5a19b1edae845313c72e2d21,30,29,30,23,22,30,15,18,27,4,9,8,18,12,24,17,17,34,19,27,22,16,20,31,39,11,31,22,26,25,32,16,34,10,20,25,21,20,30,17,29,18,23,17,23,7,7,20,18,35,38,26,32,29,31,19,6,16,35,26,26,20,26,28,15,31,18,18,15,7,7,0,20,37,10,15,15,15,25,13,25,22,33,33,24,18,6,9,33,18,24,23,16,21,26,12,13,33,20,23,22,16,18,25,7,14,8,22,21,6,17,43,17,13,30,18,11,19,10,16,9,17,22,24,30,10,28,10,13,14,36,17,9,16,15,23,27,16,31,11,15,19,39,21,20,16,19,27,11,21,11,34,22,12,20,19,16,35,18,22,14,14,16,26,18,11,20,21,24,6,18,18,24,33,20,15,19,18,17,9,8,9,16,4,20,26,23,16,13,31,13,17,30,15,24,32,13,22,34,30,28,15,13,15,7
5a19b2b411ae4222e93bcbbc,14,17,21,16,28,18,35,6,15,24,25,19,33,18,6,27,19,22,28,27,25,26,15,19,29,31,25,22,15,17,12,30,21,26,20,18,8,25,22,34,17,11,15,29,30,23,18,31,11,15,32,14,25,19,31,19,26,21,25,16,28,8,20,36,8,33,38,28,22,22,27,21,0,17,29,27,9,34,18,25,15,10,14,37,22,6,25,28,22,19,29,35,9,7,22,27,25,40,32,13,10,36,6,11,22,23,27,25,20,25,28,33,5,34,12,4,14,21,29,11,30,23,17,22,11,22,17,20,24,16,23,5,25,23,25,35,39,9,21,23,27,7,29,9,40,35,28,21,14,10,19,21,10,31,10,7,37,16,10,15,34,12,8,9,27,22,6,23,30,22,27,38,24,26,13,18,6,17,27,29,22,24,31,20,17,16,4,14,25,14,33,15,24,35,37,21,16,10,36,24,17,7,24,13,15
5a19b2c5ae845313c72e2d22,23,22,20,25,28,24,37,12,21,28,27,20,36,26,16,29,15,13,34,37,23,34,19,24,20,33,15,24,7,25,20,29,31,29,22,29,14,20,30,34,22,19,25,27,25,25,20,29,20,23,23,20,34,23,29,29,29,30,29,20,24,14,11,30,16,33,41,37,22,25,29,25,25,0,32,29,13,37,28,26,7,15,23,47,24,11,28,31,20,15,24,38,17,15,17,29,23,35,40,17,16,38,12,19,25,31,30,29,30,28,30,25,11,38,22,12,22,16,32,14,34,31,24,24,21,23,15,22,31,24,34,11,27,23,33,36,41,18,11,24,30,13,21,14,42,38,37,29,20,9,25,31,16,36,19,13,39,23,20,25,36,14,16,20,36,25,14,18,30,24,36,42,21,34,22,21,12,25,34,31,28,26,34,22,21,25,15,16,27,25,36,21,15,38,36,13,22,15,39,14,8,15,22,19,21
5a19b2c8c988512deb672dc1,36,34,33,30,23,36,15,23,33,11,12,11,21,21,31,19,16,37,28,36,23,25,26,36,41,11,30,26,28,32,38,8,42,14,24,34,26,17,37,8,34,25,30,13,16,10,10,15,25,41,37,32,39,34,32,28,7,25,40,31,25,26,25,22,22,33,15,26,17,10,8,30,27,43,0,17,20,15,33,15,27,27,39,41,28,23,6,9,36,18,20,28,23,27,27,15,9,26,26,28,28,12,24,31,10,22,8,27,30,5,20,45,23,15,37,24,19,18,9,21,17,26,29,29,37,11,32,12,22,23,45,23,12,17,24,24,29,23,33,13,20,25,41,26,17,16,28,34,18,25,19,42,28,15,27,25,13,42,26,30,14,19,23,33,26,15,25,19,26,9,26,22,25,40,28,20,24,25,26,9,17,12,19,7,26,33,29,21,15,38,10,23,29,12,19,34,20,27,38,29,30,22,8,21,15
5a19b2e07c73c915f5797cca,19,17,19,16,19,19,26,6,16,16,15,10,24,14,14,18,12,23,22,27,16,22,9,19,28,22,22,13,15,16,21,21,27,17,11,21,9,17,21,25,17,9,16,20,23,14,9,22,11,24,29,15,24,17,24,18,17,18,23,14,21,9,17,28,6,24,29,24,13,13,18,13,12,26,20,0,3,25,19,16,14,10,23,36,13,6,17,19,21,11,21,26,8,10,17,18,16,33,28,11,11,27,7,14,13,19,19,16,19,16,19,32,6,25,20,7,10,14,20,4,21,19,14,14,20,12,17,11,18,13,30,6,16,14,20,26,30,8,21,14,18,8,29,9,31,26,24,19,7,10,12,28,11,23,11,8,28,25,12,16,25,4,7,17,24,13,8,16,20,13,24,30,17,24,14,9,7,13,22,20,15,15,22,11,9,17,13,6,16,21,25,8,22,26,28,21,9,10,27,21,17,6,15,6,8
5a19b2fb6e5403163f332bfc,17,15,19,15,21,17,28,5,14,17,17,11,26,14,12,20,14,23,22,26,18,22,7,18,28,23,23,15,15,14,19,23,25,19,13,19,7,19,19,27,15,7,14,22,25,15,11,24,10,22,30,13,22,15,26,17,19,18,22,12,23,7,18,30,4,26,31,24,15,15,20,13,12,24,22,20,0,27,17,18,14,8,21,35,15,4,18,21,21,13,23,28,6,8,18,20,18,35,28,10,9,28,5,12,15,19,20,18,18,18,21,32,4,27,18,5,10,16,22,4,23,19,12,15,18,14,16,13,19,12,28,4,17,16,20,28,32,6,21,16,20,6,29,7,33,28,24,17,8,9,13,26,9,25,9,6,29,23,10,14,27,5,5,15,24,15,6,18,22,15,24,31,18,23,12,11,5,12,22,21,16,16,24,13,9,15,11,7,18,19,26,8,22,28,30,21,9,8,29,22,17,4,17,6,9
5a19b3387c73c915f5797ccb,44,42,43,35,33,44,19,31,41,14,20,19,29,23,37,28,27,47,31,37,33,26,34,44,51,16,41,35,38,38,45,19,46,21,33,37,34,28,43,18,42,31,35,24,27,18,19,26,30,48,48,40,45,42,42,29,11,25,48,39,36,34,36,32,28,43,12,23,26,18,12,37,34,50,15,26,28,0,38,24,37,35,46,39,37,31,11,14,46,28,32,36,29,34,38,22,20,37,21,36,35,10,32,39,18,23,13,35,33,10,29,55,31,9,43,31,23,29,14,29,20,28,35,37,43,20,41,21,23,27,48,31,20,27,24,34,38,29,43,22,28,33,51,34,14,21,27,40,24,34,24,46,36,10,33,32,11,48,30,35,19,27,30,40,24,23,33,30,36,17,24,23,35,46,33,28,32,31,26,14,21,20,27,15,33,39,36,29,24,44,8,30,40,9,30,44,27,35,47,40,40,29,19,28,20
5a19b36204030050aed5ef4c,22,25,30,18,36,27,40,14,24,29,31,26,39,19,8,34,28,31,31,26,33,28,22,27,38,36,34,30,25,22,15,38,12,32,28,14,17,34,27,41,25,16,16,36,39,29,25,39,13,18,41,23,30,27,40,17,32,20,34,24,37,17,29,44,13,41,43,28,30,29,32,28,25,20,35,34,17,40,0,32,24,18,11,34,30,14,31,34,31,27,37,41,14,15,31,33,33,49,31,22,19,41,15,19,29,25,33,32,19,31,35,42,14,38,13,12,17,30,35,19,34,24,22,30,8,29,26,27,26,18,14,14,31,31,26,42,46,14,30,30,34,16,38,17,45,41,28,26,20,19,24,12,19,35,15,16,42,13,11,17,39,20,14,11,27,29,14,32,37,28,27,43,32,31,15,25,15,22,28,34,26,30,38,26,24,21,7,22,32,15,39,21,33,41,44,30,21,18,44,33,26,13,32,19,20
5a19b3b5b0da9122e35a9248,32,30,31,24,22,32,14,19,29,4,9,9,18,13,26,17,18,35,21,28,23,18,22,32,40,10,31,24,27,26,33,16,35,10,22,27,22,20,31,16,30,19,24,17,23,7,8,19,19,36,38,28,33,30,32,20,5,17,36,27,27,22,27,28,16,32,17,18,16,7,6,26,22,38,8,16,16,13,27,0,26,23,34,33,25,19,4,7,34,18,24,24,18,23,27,12,13,33,20,24,24,14,20,27,7,15,6,23,23,4,18,44,19,12,32,19,12,20,8,17,9,18,23,26,31,10,30,10,14,16,38,19,9,17,16,23,28,18,32,11,16,21,41,22,18,14,20,29,13,23,13,36,24,11,22,21,15,37,19,24,13,16,18,28,19,11,21,21,25,7,19,16,24,34,22,16,20,19,18,7,10,9,16,5,22,28,24,18,14,32,12,18,31,14,24,33,15,23,35,30,29,17,12,16,9
5a19b3d754208204570dcbc9,23,22,20,25,28,23,37,11,20,28,26,20,35,25,15,29,15,13,34,36,23,33,19,24,21,33,16,24,7,24,19,29,30,28,22,28,13,20,29,34,22,18,24,27,25,25,19,29,20,22,23,19,33,22,28,28,28,29,29,19,24,13,11,30,15,33,40,36,22,24,29,25,24,24,31,28,12,36,27,26,0,15,23,46,24,11,28,30,19,15,24,37,16,15,17,29,23,35,40,17,15,38,11,19,24,31,30,28,29,27,30,25,10,37,21,11,21,17,31,14,33,30,23,24,20,23,15,22,30,23,33,10,27,23,32,36,40,17,12,24,29,12,21,14,42,38,36,28,19,8,25,31,15,35,18,12,39,22,20,24,36,14,15,19,35,25,13,18,30,24,35,41,21,33,22,21,11,24,34,31,27,26,33,22,21,24,14,16,26,24,36,20,15,37,36,13,21,15,39,15,8,14,22,18,21
5a19b42882c9a804497b7e3f,18,17,22,11,24,19,28,7,16,17,18,13,27,11,11,22,17,26,20,22,21,19,11,19,31,24,26,18,18,12,18,26,22,20,16,16,9,22,17,28,17,5,11,24,28,16,12,27,6,22,34,15,19,18,29,14,19,14,24,15,26,9,22,33,2,29,31,22,17,16,20,16,13,24,23,22,6,27,14,19,18,0,19,32,18,6,19,22,24,16,26,29,3,9,22,21,20,38,25,12,11,29,7,13,16,16,21,20,15,19,23,36,6,26,17,5,7,19,23,8,23,16,9,19,17,16,19,15,17,9,25,6,18,18,18,29,34,3,24,17,21,8,32,9,33,29,21,14,7,12,12,23,11,24,7,8,30,22,7,11,27,9,3,13,21,16,7,21,25,16,21,31,22,19,8,13,7,10,20,22,15,18,25,14,12,13,9,11,20,18,27,9,26,28,32,24,9,10,31,25,20,2,19,7,8
