D_bar,5a0ebeddfdc81513a9dcf33d,5a0ee1c397e0bc4831663486,5a0eeec3ae845313c72e280a,5a0ef92e0525bc484398d1f8,5a0eff8948c5984825e18bba,5a0f05b3bcb30313c1318d8e,5a0f0c5348c5984825e18bbb,5a0f0e693feafb4f684d1abb,5a0f100fe691ef1af5572637,5a0f12dc0525bc484398d1fb,5a0f14601c156e483dc740c8,5a0f169bc31f3448494eb6f7,5a0f178632516b13bbf49e3f,5a0f17acd6c58c139daa8a50,5a0f187c1c067a1ae7e6733c,5a0f192a48c5984825e18bca,5a0f19b9d6c58c139daa8a51,5a0f1aa832516b13bbf49e41,5a0f1ae71c067a1ae7e6733d,5a0f1af0fdc81513a9dcf349,5a0f1b04bcb30313c1318d90,5a0f1bcb48c5984825e18bcc,5a0f1c2a0525bc484398d1fc,5a0f1c61fdc81513a9dcf34a,5a0f1c8348c5984825e18bcd,5a0f1cabbcb30313c1318d91,5a0f1e361c067a1ae7e6733e,5a0f1edc1c156e483dc740c9,5a0f1fcd1c067a1ae7e6733f,5a0f202bc31f3448494eb6f9,5a0f215be691ef1af5572639,5a0f21641c156e483dc740ca,5a0f21686d59381b0f22075a,5a0f216e6d59381b0f22075b,5a0f21990525bc484398d1fd,5a0f225c5c4f9a48378c2db3,5a0f22912c520b484f1b87fc,5a0f22c93feafb4f684d1ac1,5a0f2391ae845313c72e2811,5a0f24065c4f9a48378c2db4,5a0f241432516b13bbf49e42,5a0f24a097e0bc483166348f,5a0f25093feafb4f684d1ac2,5a0f2514e691ef1af557263b,5a0f259a0525bc484398d200,5a0f25eb32516b13bbf49e44,5a0f25efbcb30313c1318d97,5a0f2610d6c58c139daa8a53,5a0f2681e691ef1af557263c,5a0f269a48c5984825e18bd0,5a0f26cb3feafb4f684d1ac7,5a0f270efdc81513a9dcf34c,5a0f274f97e0bc4831663490,5a0f2755e691ef1af557263e,5a0f27bdbcb30313c1318d9a,5a0f27efe691ef1af557263f,5a0f283332516b13bbf49e45,5a0f2857fdc81513a9dcf34d,5a0f2895ae845313c72e2812,5a0f2897e691ef1af5572640,5a0f292148c5984825e18bd1,5a0f29330525bc484398d202,5a0f29b50525bc484398d204,5a0f29b697e0bc4831663491,5a0f29b80525bc484398d205,5a0f2a3cd6c58c139daa8a54,5a0f2a521c156e483dc740cc,5a0f2a882c520b484f1b87ff,5a0f2b071c067a1ae7e67341,5a0f2b2448c5984825e18bd4,5a0f2b636d59381b0f22075c,5a0f2b73d6c58c139daa8a56,5a0f2ba56d59381b0f22075d,5a0f2ba71c156e483dc740cd,5a0f2bd1fdc81513a9dcf34f,5a0f2c131c156e483dc740ce,5a0f2c42e691ef1af5572643,5a0f2c4397e0bc4831663492,5a0f2c4a97e0bc4831663493,5a0f2c8dbcb30313c1318d9e,5a0f2c8e97e0bc4831663495,5a0f2cdcd6c58c139daa8a57,5a0f2d141c067a1ae7e67343,5a0f2d4c5c4f9a48378c2db7,5a0f2d811c156e483dc740cf,5a0f2da4ae845313c72e2816,5a0f2dcfae845313c72e2817,5a0f2dfee691ef1af5572645,5a0f2e3497e0bc4831663497,5a0f2e4f3feafb4f684d1aca,5a0f2e83bcb30313c1318d9f,5a0f2f075c4f9a48378c2db9,5a0f2f15bcb30313c1318da0,5a0f2f2f32516b13bbf49e49,5a0f2f491c067a1ae7e67344,5a0f2f4b0525bc484398d207,5a0f2f602c520b484f1b8801,5a0f3089e691ef1af5572648,5a0f308ee691ef1af5572649,5a0f30adae845313c72e281c,5a0f30c33feafb4f684d1acd,5a0f30d1e691ef1af557264b,5a0f30df0525bc484398d208,5a0f3106ae845313c72e281d,5a0f314aae845313c72e281e,5a0f3161ae845313c72e281f,5a0f316bc31f3448494eb6fe,5a0f3195e691ef1af557264c,5a0f320e5c4f9a48378c2dba,5a0f322eeca4fc22e027a312,5a0f331cae845313c72e2821,5a0f33b299ec112dd1215692,5a0f33b293984022d41562d0,5a0f33dbb0da9122e35a8d45,5a0f33e40525bc484398d209,5a0f33fda7e49c22d705f640,5a0f3400b546e022c2fa61d6,5a0f3442eca4fc22e027a313,5a0f344e059ac522ef987c4d,5a0f350e17153722f5634d3c,5a0f3512b884b12dc5b4fbcb,5a0f3532d442ff22bc769147,5a0f354fae845313c72e2822,5a0f35fca7e49c22d705f641,5a0f368b172b442ddd1d05ea,5a0f36d6172b442ddd1d05eb,5a0f371ae691ef1af557264f,5a0f379b51fd882301b6d13c,5a0f37ca51fd882301b6d13d,5a0f3830059ac522ef987c4f,5a0f383332516b13bbf49e4d,5a0f38b4ae845313c72e2823,5a0f3931c988512deb672b83,5a0f39c817153722f5634d3d,5a0f3a584b4fc722fbe1c726,5a0f3a94172b442ddd1d05ed,5a0f3b5db884b12dc5b4fbcc,5a0f3ba9a7e49c22d705f646,5a0f3bad51fd882301b6d13e,5a0f3c3f172b442ddd1d05ee,5a0f3cbdae845313c72e2826,5a0f3d2b99ec112dd1215696,5a0f3d4c99ec112dd1215697,5a0f3d5a172b442ddd1d05ef,5a0f3d7bc988512deb672b87,5a0f3d9b4b4fc722fbe1c727,5a0f3e4bc988512deb672b89,5a0f3e7432516b13bbf49e52,5a0f3e8251fd882301b6d140,5a0f3e8e51fd882301b6d141,5a0f3e8e4b4fc722fbe1c728,5a0f3ec3e691ef1af5572653,5a0f3ed417153722f5634d40,5a0f3f1cf160552db93e65b4,5a0f3f62a7e49c22d705f649,5a0f3f7d4b4fc722fbe1c72b,5a0f3fd0ae845313c72e2827,5a0f4029172b442ddd1d05f1,5a0f40b4c988512deb672b8b,5a0f40bc17153722f5634d41,5a0f40c7c988512deb672b8c,5a0f4107f160552db93e65b5,5a0f41e9f160552db93e65b6,5a0f421b32516b13bbf49e54,5a0f423c172b442ddd1d05f2,5a0f433d32516b13bbf49ea9,5a0f437232516b13bbf49eaa,5a0f439517153722f5634d42,5a0f44d832516b13bbf49eab,5a0f44dd51fd882301b6d147,5a0f4653ae845313c72e282a,5a0f4694f160552db93e65b9,5a0f47f1b884b12dc5b4fbcf,5a0f482bb0da9122e35a8d4a,5a0f486d11ae4222e93bc463,5a0f489a263abd22dd1e3aec,5a0f49bba7e49c22d705f681,5a0f4e10ae845313c72e282e,5a0f4ef1263abd22dd1e3af2
5a0f2681e691ef1af557263c,26,7,26,27,22,17,40,17,12,13,11,17,25,5,31,10,25,22,15,26,17,31,22,21,17,35,29,7,27,26,15,17,25,19,40,9,23,34,32,12,33,26,9,16,26,11,27,14,0,24,23,30,25,15,40,11,12,19,22,14,19,28,26,18,30,12,26,16,30,15,16,31,20,21,13,29,25,32,22,15,35,23,26,25,48,13,16,12,14,31,24,28,9,31,29,15,29,30,47,29,12,18,36,16,23,34,27,35,33,34,24,9,11,27,14,4,11,25,20,20,22,22,14,24,9,28,22,23,12,3,23,29,11,11,31,18,22,21,12,15,31,18,19,9,11,4,33,9,23,38,21,23,27,5,27,29,25,32,23,23,20,31,17,26,17,27,26,27,16,33,30,28,36,26,17,10,22,34,7
5a0f269a48c5984825e18bd0,26,24,35,33,34,27,33,37,17,19,22,15,19,27,22,20,31,17,34,19,34,36,24,32,34,21,35,18,22,28,24,34,27,25,42,20,4,29,21,21,31,22,20,36,16,16,4,22,24,0,19,20,34,26,34,22,31,20,33,19,23,31,15,20,23,15,31,23,25,20,21,27,37,24,16,19,20,9,26,23,30,13,45,10,42,18,22,17,31,27,24,22,19,31,5,25,6,18,40,18,28,24,37,21,17,30,23,30,21,16,21,27,22,26,23,22,34,19,5,21,11,16,13,25,23,16,9,23,17,22,10,13,17,27,20,36,41,16,20,25,8,27,18,20,17,22,36,19,30,21,24,29,31,23,21,24,15,15,26,24,39,14,20,22,12,17,13,38,16,10,7,17,30,30,31,15,10,16,25
5a0f26cb3feafb4f684d1ac7,34,26,25,18,35,28,19,39,19,20,15,17,10,26,36,21,32,5,25,20,24,38,20,19,37,31,37,19,10,35,13,38,19,27,26,21,18,17,16,25,33,6,21,35,22,22,20,22,22,19,0,31,25,27,19,23,33,17,34,20,9,17,12,15,9,16,21,23,9,25,14,10,39,10,11,33,8,23,12,22,18,25,35,19,28,23,24,18,32,11,12,27,20,40,19,16,20,14,25,14,29,26,34,22,6,14,6,14,18,19,14,28,23,11,15,23,32,8,14,18,6,5,16,13,16,28,18,9,19,23,15,20,19,20,15,39,32,4,14,19,22,17,11,20,22,23,23,20,32,22,11,14,17,24,10,8,27,19,12,11,30,15,29,6,15,22,18,25,24,23,21,13,15,22,31,16,23,20,26
5a0f270efdc81513a9dcf34c,20,6,28,30,20,13,40,18,9,10,13,14,23,9,25,7,22,21,21,23,22,27,21,25,16,31,25,4,26,20,17,16,25,15,43,6,18,33,30,6,30,26,6,20,22,5,22,12,7,20,21,0,27,12,40,9,12,17,19,10,21,29,23,17,30,9,27,14,30,9,16,31,19,22,12,23,24,28,23,14,34,18,32,21,49,7,12,9,13,31,24,24,6,26,24,17,25,27,46,27,10,14,34,13,22,34,27,35,31,30,23,8,9,27,16,3,16,24,16,18,20,21,10,24,12,23,18,24,9,3,19,25,8,15,29,18,27,20,12,16,27,20,18,6,6,3,34,6,19,35,22,26,28,4,26,29,20,29,25,24,26,28,11,27,13,24,22,31,10,28,26,26,37,26,15,7,17,31,6
5a0f274f97e0bc4831663490,43,30,27,8,41,35,26,42,27,28,18,27,22,29,47,27,40,17,21,31,19,46,28,12,42,43,45,25,23,44,13,42,27,35,15,27,30,29,30,33,42,11,27,38,33,30,33,28,25,31,23,43,0,33,21,29,37,25,40,28,8,19,25,24,16,25,25,30,15,34,20,16,44,12,18,44,21,36,13,29,30,36,30,31,30,32,31,26,37,16,19,37,27,49,33,19,33,28,32,27,35,33,43,30,18,26,12,21,31,33,25,33,29,20,18,28,33,20,26,27,20,17,26,19,18,39,30,16,27,27,27,33,27,20,29,43,27,17,19,23,35,19,20,27,30,28,24,27,39,35,12,4,18,29,22,14,38,33,12,18,25,29,37,12,26,33,30,18,33,37,34,26,19,27,36,24,34,33,31
5a0f2755e691ef1af557263e,17,11,34,36,26,19,44,20,13,14,19,17,27,15,20,13,26,25,27,26,28,31,25,31,17,31,29,10,30,18,23,17,30,19,48,12,18,37,32,7,32,30,12,26,23,6,22,17,14,20,25,22,33,0,45,14,14,21,25,15,26,35,26,21,34,13,32,19,34,9,22,35,24,28,16,18,28,27,29,19,38,16,38,21,53,7,16,13,18,36,29,26,11,23,23,23,24,30,50,29,16,18,38,17,25,38,31,39,33,32,27,13,14,32,22,9,21,27,17,22,23,24,13,29,18,21,18,28,13,9,21,26,12,22,31,20,34,24,18,22,26,26,23,11,6,9,40,11,23,36,28,32,34,10,30,33,18,30,30,28,32,30,5,31,15,25,24,37,7,27,25,29,41,31,22,11,15,32,11
5a0f27bdbcb30313c1318d9a,47,40,40,28,49,42,23,53,33,34,29,31,24,41,46,35,46,19,39,32,38,53,34,31,52,42,51,33,25,48,27,52,34,41,30,35,27,31,26,39,46,14,35,49,33,35,28,36,37,30,26,43,39,41,0,37,47,31,48,34,22,31,23,30,13,30,35,37,18,39,29,19,53,24,26,43,22,28,25,37,32,36,49,29,26,37,38,32,47,19,26,39,35,52,24,31,25,24,29,24,44,40,49,37,20,28,15,23,28,26,29,42,37,26,30,38,47,22,24,32,17,19,30,27,31,39,29,23,33,37,26,30,33,34,26,53,46,19,29,34,27,32,26,35,36,38,36,35,46,27,24,24,30,39,24,17,38,27,25,26,43,21,42,15,28,33,29,37,37,29,26,23,17,37,46,31,33,26,41
5a0f27efe691ef1af557263f,16,10,30,31,22,15,40,22,9,10,15,12,23,14,21,9,21,20,24,21,25,26,21,27,19,28,25,6,26,16,19,19,25,15,44,8,15,32,28,5,28,26,8,24,20,1,19,13,11,17,21,20,29,14,40,0,15,17,21,10,22,30,21,16,30,8,28,15,30,5,17,31,23,23,12,19,23,24,24,14,33,14,35,18,48,3,12,8,17,31,25,22,7,21,21,19,21,26,46,25,14,14,34,13,21,34,27,34,29,28,22,12,10,27,17,7,20,23,13,18,18,20,8,24,15,19,15,24,9,8,17,23,7,19,27,21,31,20,14,18,23,22,18,8,2,7,35,7,19,32,23,28,29,8,25,29,16,26,26,24,29,26,8,26,11,21,20,33,6,25,22,25,36,27,19,6,13,28,10
5a0f283332516b13bbf49e45,25,6,29,31,24,18,43,14,14,15,14,19,27,6,30,11,26,25,18,28,20,32,24,25,13,36,30,8,30,25,18,14,28,20,44,10,24,37,34,11,34,29,11,19,27,10,28,16,6,25,25,30,29,17,43,13,0,21,23,15,23,31,28,20,33,13,29,18,33,14,19,34,19,24,15,27,28,33,25,17,38,23,29,26,52,12,17,13,12,34,27,29,10,31,30,19,30,32,49,31,12,19,38,18,25,37,30,38,35,35,27,8,13,30,17,3,11,27,21,22,24,24,16,27,13,28,23,26,14,3,24,31,13,15,33,14,25,24,15,18,32,21,22,10,11,3,36,10,24,39,24,27,30,4,30,32,25,34,26,26,23,33,15,29,18,29,27,31,15,34,31,31,39,29,18,12,22,35,6
5a0f2857fdc81513a9dcf34d,22,18,28,27,28,20,31,31,11,12,14,8,14,21,23,13,24,12,27,12,27,30,17,25,29,20,28,11,18,24,17,29,20,18,38,14,7,24,18,15,23,18,13,29,10,11,11,15,17,7,13,19,27,19,32,16,25,0,26,12,17,25,12,12,21,8,24,16,22,15,14,23,31,18,8,21,15,16,20,16,25,12,38,9,40,13,15,10,25,23,19,15,13,28,12,18,13,16,37,15,22,17,30,14,13,26,19,26,19,18,15,20,16,20,16,16,27,15,4,14,9,12,6,19,16,15,7,17,11,16,7,13,11,20,17,31,34,11,12,18,15,20,12,13,12,16,30,12,23,22,18,23,24,17,17,21,14,16,21,18,32,16,17,19,5,11,9,31,12,17,14,15,28,23,24,8,10,18,19
5a0f2895ae845313c72e2812,27,24,31,28,33,26,28,37,16,17,18,13,14,26,26,19,30,11,31,15,30,35,20,27,35,22,34,17,17,29,19,35,23,24,37,19,7,23,15,21,29,16,19,35,14,17,10,20,22,10,14,23,30,25,29,21,31,17,0,17,18,26,9,16,18,13,26,21,20,21,17,21,37,19,12,24,14,13,21,21,24,16,41,9,37,19,21,15,31,21,19,21,18,33,9,21,9,12,34,12,27,23,34,20,12,24,17,24,16,12,17,26,21,20,19,21,33,14,5,18,5,11,12,20,19,19,9,18,16,21,7,10,16,24,14,36,37,11,16,22,12,23,14,18,17,21,31,18,29,17,19,24,25,22,16,19,18,10,21,19,35,10,22,17,10,15,10,33,17,13,11,11,25,26,30,14,14,12,24
5a0f2897e691ef1af5572640,17,9,28,30,21,13,39,21,8,9,13,12,22,12,23,7,20,20,23,21,24,25,20,26,19,28,24,5,25,17,18,19,24,14,43,7,15,32,28,5,27,25,7,22,20,2,19,12,9,17,20,21,28,13,39,9,15,16,19,0,21,29,21,15,29,7,26,13,29,6,16,30,22,22,11,20,23,25,23,13,33,15,34,18,48,4,11,7,16,30,24,22,6,23,21,18,22,25,45,25,13,12,33,11,20,33,26,33,29,28,21,11,9,26,16,6,19,22,13,17,18,19,8,23,13,20,15,23,8,6,17,23,6,17,27,21,29,19,12,17,24,20,17,6,3,6,34,6,17,32,22,26,28,7,24,28,17,26,24,23,28,26,10,26,11,21,20,32,7,25,23,24,35,26,17,5,14,28,9
5a0f292148c5984825e18bd1,36,24,21,10,34,28,23,37,20,21,11,20,16,24,40,21,33,11,18,24,17,39,21,11,36,36,38,19,17,37,7,36,20,28,22,20,24,23,24,26,35,8,21,32,27,23,27,22,19,24,16,36,20,27,22,23,31,18,33,21,0,12,19,17,13,18,18,23,12,27,13,13,37,4,11,37,14,30,6,22,24,29,28,24,30,25,25,19,31,14,12,30,20,42,26,13,27,22,30,21,28,27,36,23,12,21,9,18,25,27,18,26,23,14,11,22,28,14,20,20,14,11,19,12,12,32,24,10,20,21,20,27,20,15,23,37,25,11,12,16,29,13,13,20,23,22,17,20,32,30,5,7,11,23,16,11,31,26,5,11,23,23,30,9,19,27,24,17,26,31,28,20,18,20,30,17,27,27,25
5a0f29330525bc484398d202,30,15,18,18,26,20,33,26,14,15,5,17,20,13,36,13,27,17,11,24,11,33,19,13,25,35,32,11,22,31,6,26,20,22,32,12,23,29,28,18,33,19,13,22,26,16,27,15,9,23,18,32,18,19,33,15,21,16,26,15,11,0,22,15,23,13,19,17,22,20,11,23,28,13,9,33,20,32,14,16,30,26,22,24,41,18,18,13,22,24,18,28,13,36,28,8,29,26,40,26,19,20,33,18,17,28,19,28,30,31,20,17,15,21,7,12,17,19,20,17,18,16,15,17,2,30,23,16,14,12,21,28,14,4,27,26,18,16,8,10,31,10,15,12,17,12,25,13,26,34,13,15,19,13,22,21,28,30,15,16,16,28,23,19,17,26,24,18,20,32,30,25,29,20,21,12,24,31,15
5a0f29b50525bc484398d204,32,28,32,27,37,30,25,41,20,21,21,17,14,30,30,23,34,11,33,19,32,39,23,28,39,27,38,21,17,34,21,39,25,28,35,23,11,23,14,25,33,14,23,38,19,21,13,24,25,15,16,27,32,29,26,25,35,20,36,21,18,27,0,19,15,17,28,25,18,25,20,19,41,20,15,28,14,14,21,25,24,20,43,14,34,23,25,19,35,19,20,25,22,37,10,23,11,12,31,12,31,27,37,24,12,23,15,22,15,10,18,30,25,20,21,25,36,14,9,21,5,11,16,21,22,23,14,18,20,25,11,15,20,26,14,41,39,10,19,24,13,24,16,22,22,25,32,22,33,12,20,24,26,26,16,17,22,12,21,20,37,6,27,15,14,19,14,34,22,14,12,11,22,28,34,18,18,10,28
5a0f29b697e0bc4831663491,21,16,26,26,25,18,31,29,8,9,12,5,14,18,24,11,22,12,25,13,25,27,15,24,27,22,26,9,18,23,15,27,19,16,38,11,10,24,20,13,21,18,11,27,12,9,13,12,14,10,13,20,26,17,32,13,23,11,24,9,16,24,13,0,22,6,23,14,22,13,13,23,29,17,7,21,16,19,19,13,25,13,35,11,41,11,13,7,23,23,18,14,10,27,15,16,15,17,38,17,19,15,28,12,13,26,19,27,21,20,15,18,13,20,14,13,25,15,6,12,10,12,4,18,13,16,9,17,8,13,9,15,8,18,19,28,31,12,10,16,18,18,11,10,10,13,30,10,21,24,18,23,24,14,17,21,15,18,20,17,29,18,16,19,3,13,12,30,11,19,17,16,28,22,22,6,11,20,16
5a0f29b80525bc484398d205,43,34,32,19,43,37,16,47,27,29,22,26,19,35,44,29,41,14,31,28,30,47,28,23,46,39,46,28,19,44,19,46,28,36,22,29,25,26,23,34,41,6,30,43,30,30,27,30,30,27,20,40,32,36,11,32,41,26,42,29,13,23,20,24,0,25,28,32,10,34,23,11,47,16,19,41,17,29,17,31,27,33,40,27,19,32,33,27,41,11,19,35,29,48,25,24,25,21,22,21,38,34,43,31,14,22,7,15,25,25,23,36,32,19,22,32,40,16,22,27,14,13,25,20,23,36,26,16,27,31,23,28,28,27,22,47,37,13,22,27,28,24,20,29,31,32,28,29,40,27,16,16,22,33,19,9,35,26,17,19,35,20,38,7,24,30,26,29,33,29,27,20,8,30,40,25,31,25,35
5a0f2a3cd6c58c139daa8a54,21,14,25,25,23,16,32,27,6,7,11,6,15,16,25,9,20,13,23,15,23,26,14,22,25,24,24,7,18,22,14,25,18,14,37,9,12,25,21,12,21,19,9,25,14,8,16,10,12,12,13,21,24,15,33,11,21,10,22,7,16,24,14,10,22,0,22,12,22,12,11,23,27,17,6,22,16,21,18,11,26,14,33,13,41,10,11,5,21,24,18,16,8,26,17,14,18,19,38,18,17,13,27,10,14,26,19,27,22,22,15,16,11,20,13,11,23,16,8,11,11,13,3,18,11,18,11,17,6,11,11,17,6,16,20,27,29,12,9,14,20,17,11,8,9,11,29,8,19,26,17,22,23,12,18,21,16,20,19,17,28,20,15,19,5,15,14,28,11,21,19,18,29,21,20,4,13,22,14
5a0f2a521c156e483dc740cc,39,30,28,16,39,33,16,43,23,25,18,22,15,30,41,25,37,10,26,25,25,43,24,19,41,36,42,23,16,40,15,42,23,32,22,25,23,22,21,30,38,2,25,38,27,26,25,26,26,24,17,37,27,31,15,28,37,22,38,25,9,18,17,20,6,21,0,27,5,30,18,6,43,11,15,38,13,27,13,27,23,30,36,24,23,28,28,23,37,7,15,32,25,45,24,19,24,19,22,19,33,30,39,27,11,18,2,12,23,24,19,32,28,15,18,27,35,13,19,23,11,10,21,16,19,33,24,12,23,27,20,25,24,22,20,43,33,10,18,22,26,20,16,25,27,27,24,25,36,26,11,12,18,28,15,4,32,24,13,14,31,19,34,2,21,27,23,25,29,28,26,18,11,25,35,21,28,24,30
5a0f2a882c520b484f1b87ff,26,8,24,25,23,17,39,19,12,13,9,17,24,6,32,10,25,21,14,26,15,31,21,20,18,35,29,7,26,27,13,19,24,19,39,9,23,33,31,13,33,25,9,16,26,12,27,14,3,23,22,30,24,15,39,12,13,18,22,14,18,26,25,17,29,12,24,0,28,16,15,29,21,19,12,29,24,32,20,15,34,24,25,25,47,14,16,12,15,30,23,28,9,32,29,14,29,29,45,28,13,18,35,16,22,33,25,33,32,33,23,10,12,26,12,5,11,24,20,19,22,21,14,22,8,28,22,22,12,5,22,29,12,10,30,19,21,20,11,14,31,16,18,9,12,6,31,9,23,37,19,22,25,7,26,27,25,32,22,22,19,31,18,25,16,27,25,25,16,33,30,28,35,24,17,10,22,33,8
5a0f2b071c067a1ae7e67341,36,29,29,20,38,31,17,42,22,23,18,20,13,30,37,24,35,8,29,22,28,41,23,22,40,33,40,22,13,38,16,41,23,30,26,24,19,20,17,28,35,6,24,38,24,24,21,25,25,20,15,33,28,30,17,26,36,20,37,23,12,21,14,19,7,19,24,26,0,28,18,10,42,14,14,35,11,23,15,26,21,27,38,20,26,26,27,21,36,11,15,29,23,42,19,20,19,15,23,15,32,29,37,25,9,17,6,13,18,19,17,31,26,15,18,26,35,10,15,21,7,7,19,16,19,29,20,12,22,26,16,21,22,23,16,42,35,7,17,22,22,21,14,24,25,26,26,23,35,21,14,16,20,27,13,8,28,19,15,15,33,14,31,6,18,23,19,28,26,23,21,13,14,25,34,19,24,19,29
5a0f2b2448c5984825e18bd4,19,12,26,27,22,14,35,25,5,6,12,7,18,15,23,7,18,15,23,17,23,24,16,24,23,25,22,5,21,20,15,23,20,12,39,8,12,27,23,10,23,21,7,24,16,6,16,10,11,13,16,20,26,13,35,10,19,12,20,6,18,26,17,12,25,3,23,11,25,0,13,26,25,19,7,21,19,22,20,11,28,14,34,14,43,8,9,4,19,26,20,18,7,24,18,15,19,21,41,20,16,11,29,9,16,29,22,29,24,24,17,14,10,22,14,10,22,18,10,13,14,15,4,20,12,17,12,19,5,10,13,19,5,16,22,25,30,15,10,15,21,18,13,7,6,10,31,6,17,28,19,24,25,11,20,24,15,22,21,19,28,22,13,22,6,17,16,30,9,22,20,20,31,23,18,3,12,24,12
5a0f2b636d59381b0f22075c,28,19,21,19,28,21,26,32,12,13,9,11,9,20,31,14,25,7,21,15,21,32,13,18,30,27,30,12,12,29,10,31,13,20,30,14,15,19,17,19,26,12,14,28,17,15,18,15,15,15,8,26,21,20,26,16,26,10,27,13,9,18,12,9,16,10,17,16,16,19,0,17,32,11,4,28,10,22,12,16,20,20,32,15,34,17,17,11,26,17,11,21,13,33,18,12,19,15,32,15,22,19,27,16,7,20,13,20,19,20,9,21,16,13,10,16,26,9,11,11,8,6,10,11,10,23,14,10,12,16,12,18,13,15,16,32,28,6,8,13,21,13,4,13,15,16,23,13,25,24,11,16,17,17,12,15,22,19,13,10,26,17,22,12,10,17,15,24,18,23,20,14,22,16,24,10,18,20,19
5a0f2b73d6c58c139daa8a56,41,33,32,21,43,36,15,47,26,28,22,25,18,34,42,29,40,13,32,27,31,46,27,24,45,37,45,27,18,43,20,45,27,35,25,29,23,25,21,33,40,7,29,42,28,29,25,29,30,25,19,38,32,35,13,31,41,25,42,28,14,23,18,23,5,24,28,31,10,33,22,0,47,16,19,39,16,26,18,30,26,31,41,25,22,31,32,26,40,12,19,34,28,47,22,24,23,20,22,19,37,33,42,30,13,21,7,15,23,23,22,36,31,19,22,31,40,15,20,26,12,12,24,20,23,34,25,16,26,31,21,26,27,27,20,47,38,12,22,27,25,24,19,28,30,31,29,28,40,24,17,17,23,32,17,9,33,23,18,19,36,18,36,7,23,28,24,30,31,27,24,18,10,30,39,24,29,23,34
5a0f2ba56d59381b0f22075d,20,19,32,31,29,22,35,31,12,14,18,11,18,22,19,15,26,16,30,17,30,31,20,29,29,19,30,13,22,23,21,29,25,20,42,15,5,28,22,15,27,22,15,31,13,10,9,17,19,9,18,15,31,21,36,17,25,17,28,14,22,30,15,16,25,10,28,19,26,14,18,27,0,23,12,17,19,15,24,18,29,8,41,10,44,12,17,12,26,27,23,18,14,26,11,21,12,19,41,19,23,18,34,16,17,30,23,30,23,20,20,21,17,25,20,16,29,19,5,18,12,16,8,23,19,11,6,22,12,17,10,14,12,23,21,31,37,16,16,21,14,24,16,14,11,17,35,14,25,24,23,28,29,17,21,25,10,18,25,23,35,18,15,23,8,15,12,35,10,15,13,18,32,27,26,10,6,20,19
5a0f2ba71c156e483dc740cd,34,21,17,12,31,25,27,33,17,18,8,18,16,20,38,17,30,12,15,23,14,36,19,10,32,35,35,15,18,34,4,32,18,25,25,17,23,24,24,23,33,12,17,28,25,20,26,19,16,23,15,34,17,23,26,20,27,16,30,18,4,13,19,14,17,15,15,20,15,24,11,17,34,0,9,35,15,30,7,19,25,28,25,24,34,22,22,16,28,17,13,29,17,39,27,9,27,22,33,22,25,24,34,21,13,22,13,21,26,28,17,23,20,15,8,18,24,15,19,17,15,12,17,12,8,31,22,11,17,18,20,26,17,11,23,33,22,12,9,13,29,9,12,17,21,18,18,17,29,31,6,9,12,19,17,14,29,27,8,11,20,24,28,12,17,26,23,16,24,31,28,21,22,18,27,15,26,28,21
5a0f2bd1fdc81513a9dcf34f,25,15,21,21,24,18,29,29,9,10,7,9,13,17,29,10,22,10,20,15,20,28,10,18,27,27,27,9,16,26,10,27,14,17,33,11,14,22,20,15,24,15,11,25,17,12,18,11,12,15,11,25,20,17,29,13,23,7,23,10,11,19,14,6,19,6,17,13,19,16,7,20,28,12,0,26,13,23,14,12,23,18,31,15,38,14,14,8,22,20,14,20,10,31,19,10,20,18,35,17,19,16,25,12,11,23,16,24,21,22,12,18,13,16,9,13,23,13,11,8,10,10,8,13,9,22,14,13,9,13,12,19,9,13,19,28,27,10,5,11,22,13,7,10,12,13,25,10,22,26,13,17,19,14,15,18,20,21,15,13,25,19,19,16,8,17,15,24,15,23,21,16,26,16,21,6,17,22,16
5a0f2c131c156e483dc740ce,21,22,36,36,33,25,39,33,17,18,23,15,23,25,15,19,30,21,34,22,35,35,25,34,30,23,34,16,26,24,26,30,29,24,47,19,7,33,26,17,31,27,18,35,18,13,10,21,22,13,22,16,36,24,40,21,27,21,31,18,26,35,19,21,29,15,33,23,30,17,23,31,35,28,17,0,24,15,29,23,34,9,45,14,48,15,20,16,29,32,28,23,17,27,11,26,11,23,45,23,26,22,39,20,22,34,28,35,27,22,25,24,21,30,25,19,32,23,9,22,16,20,12,28,23,14,11,27,17,19,14,18,16,28,25,33,41,20,21,26,14,28,21,18,13,19,40,17,28,27,28,33,34,20,26,29,11,21,30,27,39,20,15,27,13,20,17,40,11,15,13,22,36,32,29,14,7,23,22
