D_bar,592154c454a00b21b809f5ad,592154ce2a17d821bca95123,592180352a17d821bca95141,59218b532a17d821bca9514c,592197a82a17d821bca95153,5921a1012a17d821bca95155,5921ae2d2a17d821bca95158,5921ae8f2a17d821bca95159,5921b02d2a17d821bca9515a,5921b66a2a17d821bca9515c,5921b8a7f315d421c066f616,5921bb8c2a17d821bca95160,5921bbea2a17d821bca95161,5921bd93f315d421c066f617,5921be022a17d821bca95162,5921be559559d121c272315e,5921be9c2a17d821bca95163,5921bf282a17d821bca95164,5921bfd82a17d821bca95165,5921c02cf315d421c066f618,5921c0472a17d821bca95167,5921c0f12a17d821bca95168,5921c1622a17d821bca95169,5921c2e9f315d421c066f619,5921c30b9559d121c2723160,5921c3919559d121c2723161,5921c3dc2a17d821bca9516b,5921c3fd2a17d821bca9516d,5921c4f52a17d821bca9516e,5921c5b3f315d421c066f61a,5921c5c82a17d821bca95171,5921c6b32a17d821bca95173,5921c6dff315d421c066f61b,5921c72f2a17d821bca95176,5921c73c2a17d821bca95177,5921c80c2a17d821bca95179,5921c8a0f315d421c066f61c,5921c92e2a17d821bca9517a,5921ca4b2a17d821bca9517b,5921cb3c9559d121c2723162,5921cb3e54a00b21b809f5b0,5921cb412a17d821bca9517e,5921cb842a17d821bca9517f,5921cb852a17d821bca95180,5921cbf8f315d421c066f61d,5921cc179559d121c2723163,5921cd0b2a17d821bca95181,5921cd432a17d821bca95182,5921cdfef315d421c066f61e,5921ce832a17d821bca95185,5921cec52a17d821bca95186,5921cee72a17d821bca95187,5921cef12a17d821bca95188,5921cf08f315d421c066f61f,5921cf0c9559d121c2723164,5921cf422a17d821bca95189,5921cf449559d121c2723165,5921cfc22a17d821bca9518b,5921cfc29559d121c2723166,5921cff82a17d821bca9518c,5921d04af315d421c066f620,5921d08a2a17d821bca9518e,5921d08c2a17d821bca9518f,5921d0a02a17d821bca95190,5921d0d82a17d821bca95191,5921d0ff2a17d821bca95192,5921d11e2a17d821bca95193,5921d17b2a17d821bca95197,5921d1822a17d821bca95198,5921d1992a17d821bca9519a,5921d2212a17d821bca9519b,5921d23c2a17d821bca9519c,5921d23df315d421c066f621,5921d2432a17d821bca9519d,5921d272f315d421c066f622,5921d342f315d421c066f623,5921d36e9559d121c2723167,5921d3789559d121c2723168,5921d37ef315d421c066f624,5921d37f9559d121c2723169,5921d3fd2a17d821bca951a0,5921d41c2a17d821bca951a2,5921d4239559d121c272316a,5921d462f315d421c066f626,5921d48d2a17d821bca951a3,5921d4d79559d121c272316b,5921d4eb2a17d821bca951a5,5921d4f9f315d421c066f627,5921d50054a00b21b809f5b1,5921d50e2a17d821bca951a6,5921d5262a17d821bca951a8,5921d5262a17d821bca951a9,5921d5a9f315d421c066f628,5921d5d7f315d421c066f62a,5921d5ea81b64321ba87b94d,5921d6039559d121c272316c,5921d6512a17d821bca951ac,5921d6bc2a17d821bca951af,5921d7002a17d821bca951b0,5921d7189559d121c272316d,5921d771f315d421c066f62c,5921d80af315d421c066f62e,5921d80e2a17d821bca951b6,5921d8392a17d821bca951b7,5921d86d9559d121c272316e,5921d899f315d421c066f62f,5921d8ae9559d121c272316f,5921d9872a17d821bca951b8,5921d9a42a17d821bca951b9,5921d9ac2a17d821bca951bb,5921d9e19559d121c2723171,5921da7a2a17d821bca951be,5921dac79559d121c2723172,5921dade2a17d821bca951bf,5921db0e2a17d821bca951c1,5921db672a17d821bca951c3,5921db742a17d821bca951c4,5921db942a17d821bca951c6,5921dbaf2a17d821bca951c7,5921dbb754a00b21b809f5b2,5921dc022a17d821bca951c8,5921dc1cf315d421c066f635,5921dc212a17d821bca951c9,5921dc312a17d821bca951ca,5921dc6d2a17d821bca951cc,5921dc772a17d821bca951cd,5921dceaf315d421c066f636,5921dd099559d121c2723174,5921dd0c2a17d821bca951ce,5921dd452a17d821bca951cf,5921dd6f2a17d821bca951d0,5921ddb5f315d421c066f637,5921ddf52a17d821bca951d1,5921de1bf315d421c066f638,5921de3a9559d121c2723175,5921de412a17d821bca951d2,5921de4ff315d421c066f63a,5921de902a17d821bca951d3,5921ded12a17d821bca951d5,5921e3e29559d121c2723176,5921e4ee2a17d821bca951dc,5921e4f8f315d421c066f63b,5921e5032a17d821bca951dd,5921e51a9559d121c2723177,5921e5692a17d821bca951de,5921e5882a17d821bca951df,5921e5df2a17d821bca951e0,5921e5ec2a17d821bca951e1,5921e6462a17d821bca951e2,5921e6aa2a17d821bca951e4,5921e6f254a00b21b809f5b5,5921e6f79559d121c2723179,5921e74bf315d421c066f63e,5921e75a2a17d821bca951e8,5921e77af315d421c066f63f,5921e782f315d421c066f640,5921e8512a17d821bca951ec,5921e8969559d121c272317a,5921e89c2a17d821bca951ed,5921e9462a17d821bca951ef,5921e9829559d121c272317b,5921e9f42a17d821bca951f1,5921ea022a17d821bca951f3,5921ea192a17d821bca951f4,5921eaa254a00b21b809f5b6,5921eb6af315d421c066f642,5921ec152a17d821bca951f9,5921ed602a17d821bca951fa,5921eeb32a17d821bca951fb,5921eeb42a17d821bca951fc,5921f0412a17d821bca951fd,5921f1762a17d821bca951ff,5921f2212a17d821bca95200,5921f2592a17d821bca95201,5921f335f315d421c066f644
5921cf422a17d821bca95189,11,12,20,17,11,17,20,23,35,22,13,19,20,36,18,8,28,14,27,20,15,44,18,10,25,27,13,28,19,7,11,24,12,29,30,21,18,12,12,34,26,14,10,21,11,11,27,14,21,21,32,23,7,10,30,0,13,37,13,11,28,25,15,23,14,25,20,9,16,24,16,29,31,21,16,26,23,13,23,27,19,26,15,23,18,22,16,7,29,38,27,16,23,14,3,11,28,20,29,19,21,19,15,14,19,22,22,17,24,10,15,8,22,30,2,10,27,19,23,16,22,21,22,22,26,16,9,6,27,21,10,8,22,28,22,31,16,26,21,10,19,16,6,18,13,15,6,23,11,10,16,20,23,12,34,17,11,21,5,20,18,11,11,11,23,16,28,20,18,7,19,22,28,13,21
5921cf449559d121c2723165,22,23,29,25,18,20,29,33,46,32,22,29,22,45,28,18,38,17,23,31,26,54,28,21,27,28,21,39,29,17,19,34,23,38,40,30,19,13,22,44,36,22,18,31,21,18,36,24,29,30,42,32,16,19,41,43,0,48,23,21,38,33,25,30,20,34,29,18,26,33,27,39,41,32,27,35,34,21,34,37,26,37,13,32,27,31,22,15,36,48,37,18,33,23,14,21,38,31,38,28,31,29,24,17,26,31,32,19,34,20,23,18,18,39,11,17,38,29,32,26,32,31,32,32,36,26,19,16,37,31,13,10,33,35,33,38,22,35,30,17,28,22,9,28,22,17,16,31,21,20,24,27,31,19,44,26,20,31,14,29,28,21,21,21,25,25,38,30,28,16,29,33,39,23,31
5921cfc22a17d821bca9518b,37,38,19,31,39,45,23,22,34,25,30,25,49,27,32,34,34,45,52,46,24,17,29,36,36,37,26,23,42,33,40,35,38,36,36,20,47,41,37,28,25,31,35,12,23,28,36,39,34,19,26,22,31,32,24,32,42,0,24,36,27,46,27,36,30,18,18,31,39,29,28,28,36,47,28,24,19,34,22,30,47,26,46,32,17,21,30,28,31,23,30,38,46,23,30,32,12,23,27,18,20,18,36,43,32,27,14,46,33,35,32,33,47,29,33,38,36,21,21,25,16,26,16,16,25,41,33,31,11,20,40,36,25,28,14,31,30,24,23,38,23,28,35,17,30,44,32,36,36,33,29,34,36,40,33,21,29,47,36,19,24,32,32,32,44,41,36,19,17,29,17,17,20,34,20
5921cfc29559d121c2723166,17,18,11,15,19,26,11,14,25,17,11,8,29,26,13,13,24,25,35,25,9,33,10,15,26,27,11,18,22,13,20,16,18,25,19,12,27,21,17,23,17,13,16,10,4,11,21,19,19,12,22,14,12,12,19,22,22,26,0,16,17,27,8,21,14,15,11,11,19,19,9,19,27,26,9,17,13,15,12,22,27,16,26,17,9,13,14,9,24,28,22,21,26,7,9,12,17,10,20,10,10,10,17,23,17,17,11,26,13,15,14,13,29,21,12,18,16,11,13,7,11,12,11,11,15,21,13,11,16,12,20,16,12,23,11,25,14,17,11,18,10,14,15,7,11,24,12,21,16,13,14,19,21,20,23,8,10,26,15,11,8,12,12,12,27,21,17,10,8,10,8,11,17,13,10
5921cff82a17d821bca9518c,13,14,23,21,6,20,22,26,37,20,16,20,17,38,21,10,26,17,31,22,15,45,20,12,30,31,17,30,23,11,7,26,14,26,31,24,14,8,12,35,29,18,7,22,14,15,30,18,25,24,35,26,11,13,31,35,17,38,15,0,30,29,15,27,18,27,22,12,19,22,17,31,29,21,17,28,25,17,25,26,15,28,15,26,21,25,20,10,33,40,26,20,27,17,6,14,30,21,32,22,23,22,19,18,23,20,23,14,25,14,19,12,25,33,3,6,29,22,25,18,23,24,23,23,28,20,7,10,29,24,13,12,22,32,23,35,20,28,23,6,21,20,10,20,16,12,8,27,15,14,20,24,27,8,36,20,15,23,6,23,18,13,13,13,27,19,29,22,20,11,21,23,29,15,23
5921d04af315d421c066f620,33,33,12,22,35,39,17,15,30,29,24,22,46,19,27,29,37,38,43,42,24,28,24,31,25,26,18,24,36,28,36,30,33,39,33,13,43,37,33,29,18,24,33,14,18,20,30,33,26,12,20,15,25,27,24,28,35,21,19,30,0,40,24,28,21,12,11,26,33,32,26,24,40,43,26,17,16,28,19,34,44,23,41,26,10,14,21,22,20,22,34,29,40,17,25,28,12,23,20,11,17,11,30,36,24,30,15,43,29,29,24,27,38,22,28,35,33,14,14,20,16,21,16,16,22,36,30,25,11,13,34,29,25,17,16,19,21,17,17,35,17,19,28,13,24,41,27,28,31,28,21,26,28,37,29,15,22,42,31,12,22,27,27,27,35,35,33,15,13,23,13,17,21,29,16
5921d08a2a17d821bca9518e,30,30,10,22,32,37,15,13,26,23,22,18,43,18,24,26,32,36,43,38,19,24,21,28,28,29,17,18,34,25,33,27,30,33,29,11,40,34,30,23,16,22,29,8,15,19,28,31,25,10,17,13,23,24,19,24,34,17,16,28,19,0,20,27,21,9,9,23,31,27,21,20,34,40,21,15,12,26,15,29,40,18,38,24,8,12,21,20,22,17,29,29,38,15,22,25,6,18,18,9,12,9,28,34,23,25,10,40,26,27,23,25,38,20,25,31,29,12,12,17,11,18,11,11,18,33,26,23,5,11,32,27,19,20,10,22,21,15,15,31,14,18,26,9,22,38,24,27,28,25,20,25,27,33,25,12,20,39,28,10,18,24,24,24,35,33,29,11,9,21,9,11,16,26,12
5921d08c2a17d821bca9518f,17,18,18,22,16,28,19,22,31,11,17,14,25,33,19,14,18,25,38,25,5,35,17,16,32,34,17,21,25,15,17,23,18,18,25,19,23,17,16,26,25,19,11,13,11,17,28,21,25,19,29,21,15,15,23,28,24,29,12,18,24,31,0,28,20,22,18,14,22,13,10,25,21,25,10,24,19,19,19,17,24,22,25,24,17,20,21,13,32,33,17,25,29,14,10,14,23,12,27,17,17,18,21,25,24,11,14,22,20,17,20,15,33,28,11,15,24,18,21,14,15,19,15,15,22,24,9,13,21,20,21,19,14,30,15,33,21,24,19,15,17,20,17,14,17,20,12,27,18,16,20,25,27,17,30,16,15,26,14,19,10,14,14,14,32,23,24,16,14,14,15,15,21,16,17
5921d0a02a17d821bca95190,25,26,23,18,25,22,24,26,41,36,19,27,33,38,26,21,42,22,17,34,28,51,25,23,13,14,14,37,29,19,26,31,26,43,38,24,30,25,26,42,29,18,26,28,19,12,31,24,22,24,35,26,15,19,38,39,18,44,20,21,34,31,26,0,12,28,22,18,25,37,27,35,45,36,27,29,29,20,30,41,34,33,24,27,21,25,15,13,25,43,41,9,33,19,17,22,33,31,32,22,28,22,22,19,19,35,30,30,32,20,18,18,11,33,17,25,36,23,25,23,30,27,30,30,33,27,24,16,31,24,18,11,32,24,30,27,15,28,25,25,23,13,11,24,19,28,19,24,22,20,17,19,24,27,40,21,17,34,20,23,28,22,22,22,16,26,37,26,24,15,24,30,36,24,27
5921d0d82a17d821bca95191,22,23,13,10,25,24,14,16,32,29,13,19,34,28,19,18,36,24,26,31,21,41,18,20,13,15,5,27,25,16,25,23,23,37,30,14,32,26,23,32,19,11,24,19,11,6,22,21,13,13,25,16,12,15,29,30,20,34,13,18,24,27,19,13,0,18,12,14,22,31,21,26,39,33,21,18,20,16,20,35,33,24,27,18,11,15,7,9,16,33,35,12,29,10,14,17,22,23,21,12,18,12,17,21,10,29,20,31,25,17,12,15,21,23,16,24,28,13,15,15,20,18,20,20,23,24,21,13,21,14,20,13,24,15,21,18,7,18,16,24,14,4,13,14,13,29,16,15,19,16,8,11,15,26,30,11,11,31,19,13,20,17,17,17,18,23,29,16,15,10,15,21,27,19,17
5921d0ff2a17d821bca95192,23,24,5,12,26,29,8,8,25,24,14,14,36,20,17,19,32,28,34,32,17,33,15,21,20,21,8,20,26,18,26,21,24,33,25,6,33,28,24,25,11,14,23,12,8,10,20,23,16,6,17,8,15,17,22,23,25,26,10,20,17,30,16,18,12,0,4,16,23,27,17,19,35,33,17,10,12,18,13,30,34,17,31,16,3,7,11,11,16,25,30,19,30,7,15,18,15,17,14,4,11,4,20,26,14,25,13,33,21,19,14,17,28,15,18,25,24,6,7,11,13,12,13,13,17,26,21,15,13,6,24,18,19,14,14,17,12,10,9,25,8,9,18,7,14,31,18,18,20,18,11,16,18,27,23,5,12,32,21,5,16,18,18,18,25,25,25,9,7,13,8,14,19,19,10
5921d11e2a17d821bca95193,24,25,5,13,27,30,9,8,25,25,15,15,37,19,18,20,33,29,35,33,18,32,16,22,20,21,9,21,27,19,27,22,25,34,26,6,35,29,25,26,11,15,25,12,9,11,21,24,17,5,17,8,16,18,22,23,26,26,11,21,17,31,17,19,13,9,0,17,24,27,18,19,35,34,18,10,12,19,14,30,35,17,32,17,3,7,12,12,16,24,30,20,31,8,16,19,14,18,13,4,12,4,21,27,15,25,13,34,22,20,15,18,29,15,19,26,25,6,7,12,13,13,13,13,17,27,22,16,13,6,25,19,19,14,14,16,12,10,10,26,9,10,19,8,15,32,19,19,21,19,12,17,19,28,24,6,13,33,22,5,16,19,19,19,26,26,26,10,8,14,8,14,20,20,10
5921d17b2a17d821bca95197,13,14,19,15,14,14,19,22,35,25,11,19,23,35,17,10,31,13,24,23,17,44,17,12,22,23,11,29,19,7,15,23,14,31,30,20,21,15,15,34,25,12,14,21,11,9,26,13,19,20,31,22,5,9,31,32,11,37,12,10,27,23,16,20,11,24,18,0,15,26,17,29,34,24,17,24,23,11,23,30,22,26,16,22,17,21,13,5,27,38,30,13,23,13,5,11,28,21,28,18,21,18,13,12,17,24,22,20,24,10,13,8,19,29,6,13,27,18,21,16,22,20,22,22,26,16,13,6,26,20,9,5,23,26,23,28,13,24,20,13,18,13,4,18,11,18,8,21,11,10,14,17,21,15,34,16,10,23,8,19,19,12,12,12,19,15,28,20,18,6,18,23,29,13,20
5921d1822a17d821bca95198,16,17,26,25,9,23,25,29,40,20,19,23,15,41,24,13,25,20,33,25,16,46,23,15,33,34,20,32,26,14,10,29,17,26,34,27,12,6,15,37,32,21,6,23,16,19,33,21,28,26,37,29,14,16,33,37,20,39,18,18,32,32,17,30,22,30,25,15,0,21,19,34,29,24,19,31,28,20,28,25,17,31,16,29,24,28,23,14,36,43,25,23,30,20,9,17,32,22,34,25,25,25,22,20,26,19,25,11,28,17,22,15,28,36,6,8,31,25,28,21,25,26,25,25,30,23,9,13,31,27,16,15,24,35,25,38,23,31,26,8,24,23,12,22,19,9,11,30,18,17,23,27,30,11,38,23,18,26,9,26,20,16,16,16,30,23,32,25,23,14,23,25,31,18,25
5921d1992a17d821bca9519a,29,30,25,32,28,40,26,28,37,4,28,22,36,37,29,26,13,38,50,37,13,31,27,28,42,44,27,24,37,27,28,33,30,16,33,26,33,27,28,29,31,30,22,14,20,28,38,33,35,25,34,28,26,27,25,34,36,24,22,30,30,43,19,38,31,26,24,26,33,0,20,31,15,37,20,30,23,31,24,9,36,27,36,33,23,27,31,24,40,34,9,37,41,24,22,26,24,17,33,24,22,24,33,37,34,7,16,33,29,29,30,27,45,35,23,27,33,25,27,23,17,27,17,17,27,36,21,25,23,26,33,31,18,38,16,40,31,30,26,27,25,30,29,20,28,31,24,38,30,28,31,35,38,29,36,24,26,39,26,25,17,26,26,26,43,35,33,22,20,25,20,18,22,28,22
5921d2212a17d821bca9519b,19,20,19,23,18,30,19,22,31,9,18,15,27,33,20,16,16,28,40,28,4,34,18,18,34,35,19,21,27,17,19,24,20,16,26,20,25,19,18,26,25,21,13,12,12,19,29,23,27,19,29,22,17,17,22,28,26,27,14,20,24,33,10,29,22,22,18,17,24,11,0,25,19,27,11,24,19,21,19,14,26,22,27,25,17,21,22,15,33,32,14,27,31,15,12,17,22,11,27,18,17,18,23,27,25,9,13,24,21,19,21,18,35,29,14,17,25,19,21,15,14,20,14,14,22,26,12,16,21,20,24,21,13,31,14,34,22,24,19,18,18,22,19,14,18,22,14,29,21,18,22,27,29,20,30,17,17,29,16,19,10,16,16,16,34,25,25,16,14,16,15,14,20,18,17
5921d23c2a17d821bca9519c,20,21,19,24,19,31,20,23,32,8,19,15,28,33,21,17,15,29,41,29,5,33,19,19,35,36,20,21,28,18,20,25,21,16,26,20,26,20,19,26,26,22,14,12,13,20,30,24,28,20,30,22,18,19,22,29,27,26,14,21,24,34,11,30,23,22,19,18,25,10,12,0,18,29,12,25,19,22,19,13,27,22,28,26,18,21,23,16,33,32,13,28,32,16,13,18,22,11,28,18,17,19,25,28,26,8,13,25,22,21,22,19,36,29,15,18,26,19,22,16,14,21,14,14,22,27,13,17,21,21,25,22,13,32,14,34,23,25,20,19,19,23,20,14,19,23,16,30,22,19,23,28,30,21,30,17,18,30,18,19,11,17,17,17,35,26,25,17,15,17,15,14,20,19,17
5921d23df315d421c066f621,32,32,23,32,31,42,25,26,35,10,28,22,40,34,30,28,19,40,51,40,15,24,27,30,42,43,27,21,38,29,32,33,32,21,33,24,37,32,31,26,29,30,26,11,21,28,37,35,35,23,31,26,28,29,23,32,38,18,22,32,28,44,21,38,31,24,22,28,35,15,22,29,0,40,22,28,21,32,22,15,39,26,40,33,21,25,31,26,38,30,15,38,42,23,24,28,20,17,31,22,20,22,34,39,34,13,13,37,30,31,31,29,46,33,26,30,33,24,25,23,15,26,15,15,25,37,25,27,19,24,36,33,18,36,13,38,31,28,25,30,24,30,31,18,28,35,27,37,32,30,30,35,37,33,34,23,27,41,29,23,18,27,27,27,44,37,33,20,18,26,18,15,19,29,21
5921d2432a17d821bca9519d,27,28,25,31,25,38,26,28,37,1,26,22,33,38,28,24,9,35,48,35,12,33,26,26,42,43,27,25,35,25,26,32,28,12,33,26,30,24,26,30,31,29,19,15,20,27,37,31,35,26,35,28,25,26,26,34,34,26,21,28,30,41,18,37,30,27,24,25,32,7,19,31,12,0,19,31,24,29,24,7,33,28,34,33,23,27,30,23,40,36,7,35,39,23,20,25,26,17,34,24,22,24,31,35,33,5,17,30,29,27,29,26,43,35,21,24,32,25,27,23,18,27,18,18,27,34,19,24,24,26,31,29,18,38,17,40,30,30,26,24,25,29,27,20,26,28,22,37,29,26,30,34,37,26,36,24,25,37,24,25,17,24,24,24,42,33,32,22,20,24,20,18,23,26,23
5921d272f315d421c066f622,19,20,19,23,18,30,19,22,31,9,18,15,27,33,20,16,16,28,40,28,4,34,18,18,34,35,19,21,27,17,19,24,20,16,26,20,25,19,18,26,25,21,13,12,12,19,29,23,27,19,29,22,17,17,22,28,26,27,14,20,24,33,10,29,22,22,18,17,24,11,11,25,19,27,0,24,19,21,19,14,26,22,27,25,17,21,22,15,33,32,14,27,31,15,12,17,22,11,27,18,17,18,23,27,25,9,13,24,21,19,21,18,35,29,14,17,25,19,21,15,14,20,14,14,22,26,12,16,21,20,24,21,13,31,14,34,22,24,19,18,18,22,19,14,18,22,14,29,21,18,22,27,29,20,30,17,17,29,16,19,10,16,16,16,34,25,25,16,14,16,15,14,20,18,17
5921d342f315d421c066f623,31,32,11,23,34,38,16,14,28,25,23,20,44,18,26,28,34,38,44,40,21,24,23,30,28,29,18,20,35,27,34,29,32,35,30,12,42,36,32,25,17,24,30,10,16,20,29,32,26,12,18,14,24,26,21,26,35,18,18,29,21,39,22,28,22,11,10,25,32,28,23,22,36,41,23,0,13,28,16,30,42,20,40,25,9,13,22,21,22,18,30,30,39,16,24,26,8,20,20,10,14,10,29,36,24,26,11,41,27,28,24,27,39,21,27,33,31,14,13,18,13,20,13,13,20,35,28,25,6,12,33,28,21,19,12,22,22,16,16,33,15,19,28,11,23,39,26,28,30,27,22,26,28,35,27,14,22,41,30,11,20,26,26,26,35,34,31,13,11,22,11,13,18,28,13
5921d36e9559d121c2723167,28,28,13,23,29,37,16,16,26,17,21,15,39,24,23,24,25,35,44,36,14,22,20,26,32,33,19,13,33,24,30,26,28,27,26,14,37,31,27,18,19,23,25,2,14,20,29,30,27,13,21,16,22,23,14,23,33,15,15,27,18,37,17,29,23,13,12,22,29,20,18,20,28,37,18,18,0,26,13,22,37,17,37,25,11,15,22,19,27,20,22,30,37,15,20,23,10,13,21,12,11,12,28,34,25,18,4,36,23,26,23,24,39,23,23,28,27,14,15,16,6,18,6,6,17,32,23,22,8,14,31,27,14,25,4,28,23,18,15,28,15,21,26,8,22,34,22,29,27,24,22,27,29,30,24,13,20,37,26,13,14,22,22,22,36,31,27,11,9,20,9,7,10,24,11
5921d3789559d121c2723168,12,13,22,19,10,17,21,25,37,23,14,20,19,37,19,9,28,14,28,21,16,45,19,11,26,28,15,30,21,9,10,25,13,29,31,23,16,10,12,35,28,16,10,22,12,13,29,15,23,22,34,24,8,11,31,34,14,38,14,12,29,26,16,24,16,26,21,10,17,24,17,31,32,22,17,27,25,0,25,28,18,28,14,25,20,23,17,8,31,40,28,17,25,15,4,12,29,21,30,21,22,21,17,14,21,22,23,16,25,12,16,10,22,32,1,9,28,21,24,17,23,22,23,23,27,18,9,8,28,23,10,8,23,30,23,32,17,27,22,9,20,17,6,19,14,14,7,25,13,12,18,21,25,11,35,18,13,22,4,22,19,12,12,12,24,17,29,22,20,9,20,23,29,14,22
5921d37ef315d421c066f624,23,24,5,12,26,29,8,9,25,25,14,15,36,20,18,19,32,28,34,32,17,33,15,22,19,21,8,21,26,18,27,21,24,33,26,6,34,28,24,26,12,14,24,12,9,10,20,23,16,6,18,8,15,17,22,23,25,26,10,20,18,30,17,18,12,10,5,16,23,27,18,19,35,33,18,11,13,18,0,30,34,17,31,16,3,7,11,11,16,25,30,19,30,7,15,18,15,18,14,4,12,5,20,26,14,25,13,33,21,19,14,18,28,15,18,25,25,6,8,11,14,13,14,14,17,26,21,16,14,7,24,18,19,14,14,16,11,11,9,25,8,9,18,8,14,31,18,18,21,18,11,16,18,27,24,6,12,32,21,5,16,18,18,18,25,25,25,10,8,13,8,14,20,20,10
5921d37f9559d121c2723169,33,34,28,35,31,44,29,31,40,7,31,26,39,40,33,29,16,41,54,41,17,30,30,32,46,47,31,26,40,31,32,36,34,19,36,29,37,31,32,31,34,33,25,17,24,31,41,37,39,28,36,30,30,31,28,37,40,24,26,34,32,46,23,42,35,29,27,30,37,13,24,34,18,41,24,33,26,34,27,0,39,30,40,37,26,30,34,28,43,36,12,40,44,27,26,30,26,20,36,27,25,27,37,41,37,11,18,36,33,33,34,31,48,38,27,31,36,28,30,27,20,30,20,20,30,39,25,29,25,29,37,34,22,40,18,43,35,33,29,31,28,34,33,22,31,34,28,41,34,32,34,39,41,33,38,27,30,42,30,28,21,29,29,29,47,39,36,25,23,29,23,20,24,31,25
5921d3fd2a17d821bca951a0,19,19,10,16,20,28,11,14,24,16,13,6,31,25,15,15,24,26,36,27,9,31,12,17,27,28,12,16,24,15,21,17,19,25,17,11,28,22,18,21,17,15,17,8,5,12,22,20,20,11,21,13,13,14,18,21,24,24,7,17,16,29,8,22,16,14,10,13,20,18,10,18,26,28,10,16,11,17,11,21,0,14,28,18,9,12,15,10,24,26,21,22,28,8,11,14,16,9,19,9,9,10,19,25,18,16,9,28,14,17,15,15,31,20,14,20,18,10,13,8,9,12,9,9,14,23,15,13,14,12,22,18,11,23,10,25,15,16,11,20,9,14,17,6,13,26,13,22,18,15,15,20,22,22,22,8,11,28,17,11,7,13,13,13,28,22,18,8,6,11,7,9,15,15,9
5921d41c2a17d821bca951a2,17,18,17,21,17,28,18,21,30,11,16,13,26,32,18,14,18,26,38,26,4,34,16,16,32,33,17,20,25,15,18,22,18,19,24,18,24,18,16,25,24,19,12,12,10,16,27,21,25,18,28,20,15,15,22,27,24,28,11,18,23,31,8,27,20,20,17,14,22,13,9,24,21,25,9,23,18,19,18,17,25,0,25,23,15,19,20,13,31,32,17,25,29,13,10,14,21,11,26,16,15,17,21,25,23,11,13,23,19,17,19,15,33,27,12,16,23,17,20,13,13,18,13,13,20,24,10,13,20,19,22,19,12,29,14,32,20,23,18,16,16,20,17,13,16,21,12,27,18,16,20,24,27,18,29,15,15,27,15,17,9,14,14,14,31,23,23,15,13,13,13,14,20,16,16
5921d4239559d121c272316a,22,24,32,30,16,26,32,36,47,26,25,30,14,48,30,19,32,23,34,32,24,54,30,21,36,37,26,39,32,20,16,36,24,32,41,33,12,6,22,44,39,27,14,31,23,24,40,26,34,33,44,35,19,22,41,44,23,47,25,23,40,38,25,35,26,37,32,21,28,28,26,41,35,31,26,38,35,25,35,32,24,38,0,36,31,34,28,19,42,50,32,27,36,26,15,23,40,30,41,31,33,32,28,23,32,26,32,11,35,23,27,21,29,42,11,15,38,32,35,28,32,33,32,32,38,29,16,19,38,34,19,17,31,41,33,43,28,38,33,15,31,28,15,30,25,9,18,36,24,23,29,33,36,17,46,29,24,32,14,33,28,23,23,23,33,28,39,32,30,20,30,33,38,25,32
5921d462f315d421c066f626,25,26,11,21,27,34,14,14,24,17,19,13,37,23,21,22,25,33,42,34,12,24,18,24,30,31,17,11,31,22,28,24,26,26,24,12,35,29,25,16,17,21,23,2,12,18,26,27,25,12,19,14,20,21,12,21,31,17,13,24,16,35,15,27,21,12,10,20,27,20,16,18,27,35,16,16,9,23,11,22,35,15,35,0,9,13,20,17,26,20,22,28,35,13,18,21,10,11,20,10,9,10,26,32,23,18,3,34,21,24,21,22,37,21,21,26,25,12,13,13,4,16,4,4,14,30,21,20,9,12,29,25,13,24,3,26,20,16,13,26,13,19,24,6,19,32,20,27,25,22,20,25,27,29,22,11,18,35,24,11,12,20,20,20,34,29,25,9,7,18,7,5,9,22,9
5921d48d2a17d821bca951a3,23,24,3,14,26,29,7,7,23,23,14,13,36,19,17,19,31,29,35,32,16,31,15,21,22,23,9,19,27,18,26,20,24,32,24,4,34,28,24,24,10,15,23,10,8,11,20,23,17,4,16,6,15,17,20,21,26,24,10,20,15,30,15,20,13,8,3,16,23,25,17,17,33,33,17,9,10,19,12,28,34,15,31,16,0,5,13,12,18,23,28,21,31,7,15,18,13,16,12,3,10,3,20,27,15,23,11,33,20,20,15,18,30,13,18,25,23,5,6,10,11,11,11,11,15,26,21,16,12,5,25,19,17,16,12,18,13,9,8,25,7,11,19,5,14,31,18,20,21,18,13,17,20,27,22,5,13,32,21,4,14,18,18,18,27,25,24,8,6,13,6,12,18,19,8
5921d4d79559d121c272316b,27,28,7,19,29,34,12,11,24,22,19,15,40,17,22,23,30,34,41,36,17,26,19,25,26,27,15,17,31,23,30,24,28,32,26,8,37,31,27,22,14,20,26,7,12,17,25,28,23,8,14,10,20,22,17,21,31,19,14,25,16,35,18,25,19,7,7,21,28,25,19,18,33,37,19,13,9,23,12,27,38,16,36,21,5,0,18,17,21,18,27,26,35,12,19,22,8,16,16,6,10,7,25,32,21,23,8,37,23,24,20,22,35,17,23,29,26,10,10,14,9,15,9,9,16,31,24,20,6,9,29,24,17,18,9,21,18,13,12,29,11,16,24,6,19,35,22,25,25,22,18,23,25,31,22,10,18,36,25,7,15,22,22,22,32,30,27,8,7,18,7,10,15,23,9
